User Name,Track Name,Post Time,Plays,Likes
Bác sĩ Hải,[18+ Dirty] NamCT - HÚT BIN (Bác Sĩ Hải Trap Mix ),Posted 6 years ago,"98,858 plays","1,698"
Bác sĩ Hải,Bác Sĩ Hải - Amess  FT. Chi Dân  ( Anh Muốn Em Sống sao Trance Mix),Posted 6 years ago,"26,183 plays",402
Bác sĩ Hải,Y.Ê.U - Min st.319 (Bác Sĩ Hải remix),Posted 6 years ago,"119,803 plays","1,180"
Bác sĩ Hải,365 Theband  - Hai Cô Tiên Remix( DSmall & Clownd Hoang Edit Ver) // FREE DOWNLOAD,Posted 6 years ago,"114,127 plays","1,384"
Bác sĩ Hải,"NEW Edit  "" Forever Love"" - Clownd Hoang ft Lâm Nguyễn , Tony TK  // Club Edit //FREE DOWNLOAD",Posted 7 years ago,"26,299 plays",260
Bác sĩ Hải,[ Electro ] OnlyC ft Karik - Anh Không đòi quà ( Clownd Hoang Remix ) FREE DOWNLOAD,Posted 7 years ago,"85,902 plays","1,101"
Bác sĩ Hải,Em Không Tin  - Miu Lê ft. Clownd Hoàng,Posted 8 years ago,"115,352 plays",559
MUSIC DOCTOR Record,Sơn Tùng - Chúng ta không thuộc về nhau ( Bác sĩ Hải & Ego Trap mix ),Posted 5 years ago,"38,023 plays",821
MUSIC DOCTOR Record,Bishop & Sum - Ta Mang Bao [ Kiếp Đỏ đen remix ],Posted 5 years ago,"19,134 plays",651
MUSIC DOCTOR Record,Gửi Anh Xa Nhớ - Bác sĩ Hải Remix,Posted 5 years ago,"24,793 plays",689
MUSIC DOCTOR Record,Min St.319 - Y.E.U ( Bác sĩ Hải Remix ) Extended,Posted 6 years ago,"27,389 plays",591
BANANA ✪,Hy Vong ft Nhu Chưa Đã Từng - DJ TVD ft BANANA,Posted 1 year ago,"85,244 plays","1,579"
BANANA ✪,Nonstop - Vol.18 - OK LAM LUONGGG - BANANA MIX (CHUOI TAY),Posted 1 year ago,"476,963 plays",11.8K
BANANA ✪,Mãi Là Gia Đình Wefinex Bạn Nhớ - BANANA MIX,Posted 1 year ago,"318,657 plays","9,028"
BANANA ✪,Nonstop - Vol.17 - Mùa Cô Vi - DJ BANANA (Chuoi Tay),Posted 1 year ago,"1,399,603 plays",29.7K
BANANA ✪,Gọi 1080 Gặp Chuối - Zin Xù ft Banana,Posted 1 year ago,"73,392 plays","2,833"
BANANA ✪,Nonstop - Vol.16 - (16 - 08) HPBD To Me - DJ Banana,Posted 2 years ago,"810,662 plays",20.6K
BANANA ✪,That My Name Inna Hot - DJ Banana Ft Zin Xu Full,Posted 2 years ago,"80,224 plays","3,179"
BANANA ✪,Tong Tong - DJ Banana Ft Zin Xu Full,Posted 2 years ago,"36,054 plays","2,677"
BANANA ✪,Toca Ft Bason - DJ Banana Ft Zin Xu Full,Posted 2 years ago,"29,636 plays","2,735"
BANANA ✪,Teram - DJ Banana Ft Zin Xu Full,Posted 2 years ago,"22,215 plays","2,069"
BANANA ✪,She Got It Ft Ok Yo - DJ Banana Ft Zin Xu Full,Posted 2 years ago,"30,440 plays","2,984"
BANANA ✪,Phia Sau Em - DJ Banana Ft Zin Xu Full,Posted 2 years ago,"29,255 plays","2,056"
BANANA ✪,Neu Nhu Anh Den -  DJ Banana Ft Zin Xu (HPBD BANANA),Posted 2 years ago,"25,899 plays","2,131"
BANANA ✪,MU MU - DJ Banana Ft Zin Xu Full,Posted 2 years ago,"30,775 plays","2,763"
BANANA ✪,Hip Hop - DJ Banana Ft Zin Xu Full,Posted 2 years ago,"18,630 plays","1,993"
BANANA ✪,Havana - DJ Banana Ft Zin Xu Full,Posted 2 years ago,"17,999 plays","1,720"
BANANA ✪,Blah Blah Ayla -  DJ Banana Ft Zin Xu Full,Posted 2 years ago,"21,576 plays","1,962"
BANANA ✪,Attention - DJ Banana Ft Zin Xu Full,Posted 2 years ago,"19,690 plays","2,105"
BANANA ✪,Anh Ngay Xua Chet Roi - DJ Banana Ft Zin Xu(vocal Thu),Posted 2 years ago,"18,437 plays","1,542"
BANANA ✪,All In My Heat - DJ Banana Ft Zin Xu,Posted 2 years ago,"21,975 plays","1,998"
BANANA ✪,Nonstop - Vol.15 - Em Đẹp Là Quyền Của Em - DJ Banana (Chuoi Tay),Posted 2 years ago,"622,379 plays",14K
BANANA ✪,Vegas ft Talk To Me - DJ Banana ft Zinxu (full),Posted 2 years ago,"46,898 plays","3,096"
BANANA ✪,Cham Cham ft Tokyo - DJ Zinxu ft Banana,Posted 2 years ago,"37,840 plays","3,130"
BANANA ✪,Có Không Giữ Mất Ráng Chịu - DJ Zinxu ft Banana Full,Posted 2 years ago,"31,871 plays","2,491"
BANANA ✪,Nonstop - Vol.14 - Phia Sau Em - DJ Banana Remix (Chuoi Tay).mp3,Posted 3 years ago,"2,425,601 plays",41.4K
BANANA ✪,ICM TEAM - Đừng Tìm Anh Nữa - DJ Zin Xu ft Banana,Posted 3 years ago,"124,394 plays","4,836"
BANANA ✪,Save Me - Zin Xu Ft Banana,Posted 3 years ago,"40,485 plays","3,398"
BANANA ✪,In The Dark - Banana Ft Zin Xu Remix,Posted 3 years ago,"43,134 plays","3,859"
BANANA ✪,Nonstop - Vol.13 - EM VAN CHUA MUON HET - DJ Banana On The Mix,Posted 3 years ago,"471,667 plays",12.8K
BANANA ✪,Super Star - TH,Posted 3 years ago,"26,574 plays","2,468"
BANANA ✪,Get Faded - Zin Xu ft Banana Remix,Posted 3 years ago,"50,582 plays","3,474"
BANANA ✪,Hoa Vang Tren Co Xanh ft WTF - Zin XU ft Banana,Posted 4 years ago,"50,148 plays","4,063"
BANANA ✪,Nonstop - Vol.12 - Nong Nhu Cai L.. - DJ Banana Mix,Posted 4 years ago,"647,981 plays",16.6K
BANANA ✪,Cocain ft Take Me - H88 (Banana),Posted 4 years ago,"107,828 plays","7,731"
BANANA ✪,Tan - Zin Xu ft Banana (Ver 1),Posted 4 years ago,"141,032 plays","8,291"
BANANA ✪,Cho Anh Thêm Một Cái Nữa Nha - Banna Ft Zin Xu (Final),Posted 4 years ago,"94,189 plays","6,570"
BANANA ✪,Nonstop - Vol.11 - Thính bay lung tung - DJ Banana On The Mix,Posted 4 years ago,"2,691,801 plays",53.1K
BANANA ✪,Freedom ft The Dream - TH (Banana),Posted 4 years ago,"81,232 plays","6,801"
BANANA ✪,Rebola - T.H (Banana),Posted 4 years ago,"66,797 plays","5,835"
BANANA ✪,Lời Chưa Nói - Banana ft Zin Xu,Posted 4 years ago,"86,880 plays","6,158"
BANANA ✪,Phía Sau Một Cô Gái - Banana ft Zin Xu,Posted 4 years ago,"58,069 plays","4,248"
BANANA ✪,Phía Sau Một Chàng Trai - Banana ft Zin Xu,Posted 4 years ago,"61,029 plays","4,287"
BANANA ✪,Than Thoai - TH  Final (Banana),Posted 4 years ago,"110,520 plays","6,569"
BANANA ✪,Rythm Of The Night - DJ Banana ft Zin Xu,Posted 4 years ago,"96,013 plays","6,068"
BANANA ✪,Nonstop - Vol.10 - Bopvu Bopvu - DJ Banana On The Mix,Posted 4 years ago,"672,126 plays",15.6K
BANANA ✪,We Don't Talk Anymore - DJ Nek ft H88 (Banana - Shin ),Posted 4 years ago,"144,678 plays","8,629"
BANANA ✪,I Wanna Fuck - Banana ft Zin Xu [final],Posted 4 years ago,"60,594 plays","4,965"
BANANA ✪,Fuck The Police - DJ Bananaft ZIn Xu.mp3,Posted 4 years ago,"65,162 plays","5,254"
BANANA ✪,From Paris To Berlin - Banana ft Zin Xù (Toan Teng),Posted 4 years ago,"120,167 plays","5,405"
BANANA ✪,Lai - DJ Banana ft Zin Xu,Posted 5 years ago,"149,622 plays","8,754"
BANANA ✪,Nonstop Vol.8 + Vol.9 - Hit 1 Lai - DJ Banana Mix,Posted 5 years ago,"2,761,954 plays",52.2K
BANANA ✪,Neu Em Con Ton Tai - DJ Banana Remix,Posted 5 years ago,"93,328 plays","5,064"
BANANA ✪,Nasty ft Work - DJ Banana ft Zin Xu (Full),Posted 5 years ago,"227,822 plays",10.8K
BANANA ✪,I Like it ft Bomba - DJ Banana ft Zin Xu (Full),Posted 5 years ago,"118,412 plays","8,143"
BANANA ✪,Nonstop Vol 7 - Đêm dần trôi - DJ Banana Mix,Posted 5 years ago,"955,970 plays",18.7K
BANANA ✪,Khi Nguoi Minh Yeu Khoc - DJ Sunny (Banana - Zinh),Posted 5 years ago,"94,339 plays","5,522"
BANANA ✪,Hồ Ngọc Hà - Đừng Đi - DJ Sunny (Banana),Posted 5 years ago,"111,141 plays","4,709"
BANANA ✪,Mat Em - Thanh Lee ( Banana - Qay ),Posted 5 years ago,"74,419 plays","5,236"
BANANA ✪,Thai Tuyet Tram - Anh Cu Đi Đi - Banana ft Zin Xu Remix,Posted 5 years ago,"112,278 plays","4,943"
BANANA ✪,"Nonstop Vol,6 - Trai Tim Ai Cung Biet Đau - DJ Banana (Hùng justin Đỗ)",Posted 5 years ago,"1,998,592 plays",32.3K
BANANA ✪,Uoc Gi - DJ ThanhLee ( Chuoi - Zinh ),Posted 5 years ago,"109,204 plays","5,077"
BANANA ✪,Bass Down Low - DJ Banana ft Zin Xù,Posted 5 years ago,"78,084 plays","4,528"
BANANA ✪,We Want Your Soul - DJ Robi  (Shin),Posted 5 years ago,"56,414 plays","4,542"
BANANA ✪,Speed Up - Banana ft Zin Xù,Posted 5 years ago,"96,646 plays","6,958"
BANANA ✪,Back - Forth - Banana ft Zin Xu [Full final] (Zinh),Posted 5 years ago,"63,023 plays","5,042"
BANANA ✪,Pyramid - DJ Bin Remix (chuoi),Posted 5 years ago,"64,237 plays","4,916"
BANANA ✪,Lak Keu - Jun,Posted 5 years ago,"70,727 plays","4,538"
BANANA ✪,Lak Keu  - Banana Ft Zin Xu,Posted 5 years ago,"163,027 plays","7,908"
BANANA ✪,Hồ Ngọc Hà - Tội Lỗi - DJ Tin's ft Sunny,Posted 5 years ago,"288,573 plays","8,521"
BANANA ✪,Low Bass - Dj Win ft Banana,Posted 5 years ago,"67,769 plays","4,733"
BANANA ✪,Tien Cookie - Sau Tat Ca - DJ ThanhLee Chịch,Posted 5 years ago,"161,542 plays","4,726"
BANANA ✪,Nu Hong Mong Manh [English] - (SU Remix),Posted 5 years ago,"442,969 plays","8,226"
BANANA ✪,Adele - Skyfall - DJ Hs145 ft KCV,Posted 5 years ago,"86,533 plays","4,131"
BANANA ✪,"Eat, Sleep, Rave, Repeat - Dj Win ft Banana Remix",Posted 5 years ago,"57,342 plays","4,061"
BANANA ✪,Nonstop - Vol.5 - Dong Thoi Gian - DJ Banana,Posted 5 years ago,"675,613 plays",10.2K
BANANA ✪,Chuyen Nhu Chua Bat Dau,Posted 5 years ago,"164,126 plays","3,560"
BANANA ✪,My Neck My Beck - DJ Bi Canabis (Chuoi),Posted 5 years ago,"72,599 plays","4,437"
BANANA ✪,Faded - Robi,Posted 5 years ago,"46,106 plays","3,112"
BANANA ✪,Tình Nồng(Melody) - Jay43 (Chuoi),Posted 5 years ago,"94,560 plays","4,430"
BANANA ✪,Back Home - DJ Jaykenly43 Remix (Chuoi),Posted 5 years ago,"62,641 plays","4,272"
I'm SAN,V-Bass ● tuchoinhenhangthoi - San x Timon rmx,Posted 1 month ago,"7,784 plays",543
I'm SAN,Tình Bạn Diệu Kỳ - Nhí x San x Hoangg | Extended Mix 2021,Posted 7 months ago,"58,541 plays","2,176"
I'm SAN,Quá Bảnh x Old Town Road | San ft. Tilo ft. Nhí | Extended Mix 2020,Posted 10 months ago,"98,880 plays","2,730"
I'm SAN,TUM LOCA | SAN ft. TIMON Rmx,Posted 11 months ago,"63,393 plays","2,747"
I'm SAN,Touliver x Binz - BigCityBoi | San Extended Mix 2020,Posted 1 year ago,"88,955 plays","2,526"
I'm SAN,Tell Me Goodbye x Super Man - SAN x Nhí Extened Mix,Posted 1 year ago,"80,268 plays","3,137"
I'm SAN,DON'T CHA VER.2 - SAN Fix,Posted 1 year ago,"51,657 plays","2,671"
I'm SAN,DROP MINE Ft. ROCK ME - San x Nhi x TiLO Full Rmx,Posted 1 year ago,"69,998 plays","3,966"
I'm SAN,Nhớ Về Em - PT Trần Remix Full Option (HD TiLO),Posted 1 year ago,"38,282 plays","1,688"
I'm SAN,Pussy Cat Dolls - Don't Cha - San ft. TiLo ft. Chivas Nhí Extended Mix,Posted 1 year ago,"47,387 plays","2,388"
I'm SAN,UNICORN - San x Nhi x Tilo Remix (San Edit),Posted 1 year ago,"26,218 plays","2,123"
I'm SAN,Twenty One Pilots - Heathens (San ft. Chivas Nhí and TiLo Extended Mix),Posted 1 year ago,"32,425 plays","2,256"
I'm SAN,BABY SHARK - San ft Chivas Nhí (FULL OPTION),Posted 1 year ago,"41,838 plays","2,404"
I'm SAN,Phía Sau Em ft KONOMO  - VIRUS RMX (San EDIT),Posted 1 year ago,"25,194 plays","1,553"
I'm SAN,Best Of SISS Team 2019 (Chivas Nhj x San x Dope B) [feat]. Weenx & MINH - DJ San Mixx,Posted 1 year ago,"103,023 plays","3,238"
I'm SAN,Lừa Dối - Maya (Minh Anh Remix Full Option) FREEDOWNLOAD,Posted 1 year ago,"34,715 plays","1,988"
I'm SAN,Sexy Guy Ft Tum Dum Dum Ft Freedom Vegas - HUY ANHH X TILO X CHIVAS NHÍ Rmx (FULL HD),Posted 2 years ago,"97,072 plays","3,748"
I'm SAN,GẠ ! - San Baby Kute Mixxxx (Full Vietmix 2h),Posted 2 years ago,"1,193,097 plays",18.5K
I'm SAN,SS BEATS (LẠI ĐÂY LẠI ĐÂY ANH CHO NGHE NHẠC HAY !) - DJ GIN REMIX,Posted 3 years ago,"58,380 plays","3,141"
I'm SAN,Em Ơi Em À ! (Wet Lens - Andree Right Hand) (Full) - DJ GIN Ft JUN,Posted 4 years ago,"93,684 plays","3,805"
I'm SAN,Never Be Alone (Hàng Cổ) - DJ GIN Remix,Posted 4 years ago,"55,934 plays","3,357"
I'm SAN,KẸO (Andree Right Hand) (Full) - DJ Thái Hoàng Remix,Posted 4 years ago,"215,870 plays","7,699"
I'm SAN,Em Muốn Sao ? Ft After Hour - DJ Linh Ku Remix,Posted 4 years ago,"52,561 plays","3,196"
VUX,HẠNH PHÚC BỎ RƠI EM (lofi ver. by VUX) - HƯƠNG LY | NGÔ QUYỀN LINH COVER,Posted 1 month ago,"147,865 plays","1,417"
VUX,NGƯỜI LẠ THOÁNG QUA (VUX REMIX) - ĐINH TÙNG HUY,Posted 2 months ago,"315,561 plays","3,415"
VUX,EM HÁT AI NGHE (VUX REMIX) - ORANGE,Posted 2 months ago,"255,543 plays","2,346"
VUX,3107-3 (lofi ver. by VUX) - W/n x Nâu x Duongg x Titie,Posted 3 months ago,"4,486,074 plays",48.6K
VUX,SAI CÁCH YÊU (VUX REMIX) - LÊ BẢO BÌNH //demo,Posted 3 months ago,"308,676 plays","3,056"
VUX,SÀI GÒN HÔM NAY MƯA (lofi ver. by VUX) - JSOL & HOÀNG DUYÊN,Posted 5 months ago,"4,219,683 plays",40.5K
VUX,ANH CÓ MUỐN ĐƯA EM VỀ KHÔNG (VUX REMIX) - NGÔ LAN HƯƠNG,Posted 5 months ago,"29,908 plays",210
VUX,PHẢI CHĂNG EM ĐÃ YÊU (VUX REMIX) - JUKY SAN ft. REDT,Posted 8 months ago,"99,594 plays",806
VUX,TÌNH BẠN DIỆU KỲ (VUX REMIX) - Ricky Star x Lăng LD x Amee,Posted 8 months ago,"78,069 plays",599
VUX,BIGCITYBOI ( VUX REMIX ) - Touliver x Binz,Posted 1 year ago,"448,689 plays","3,982"
VUX,Hoa Nở Không Màu ( VUX REMIX ) - Hoài Lâm //demo,Posted 1 year ago,"9,169 plays",86
VUX,CỐ GIANG TÌNH ( VUX Remix ) - Phát Hồ x JokeS Bii ft DinhLong,Posted 1 year ago,"15,846 plays",135
VUX,CHÂN ÁI (VUX Remix) - Orange x Khói x Châu Đăng Khoa,Posted 1 year ago,"489,294 plays","4,065"
Future Da Producer,Katy Perry feat. Juicy J - Dark Horse (Future feat. Duc Thien Remix),Posted 1 month ago,"19,585 plays","1,423"
Future Da Producer,薩頂頂 (Tát Đỉnh Đỉnh) - 不染 (Bất Nhiễm) (Future Remix),Posted 1 month ago,"31,354 plays","1,453"
Future Da Producer,20 Fingers - Short Dick Man (Future feat. Nkim Sdie Remix),Posted 1 month ago,"16,106 plays",998
Future Da Producer,萧忆情 (Tiêu Ức Tình) - 不谓侠 (Bất Vị Hiệp) (Future Remix),Posted 2 months ago,"17,789 plays","1,159"
Future Da Producer,September - La La La (Never Give It Up) (Future Remix),Posted 2 months ago,"70,543 plays","3,282"
Future Da Producer,Apollo 440 - Raw Power feat. Scream & Shout (Future feat. Nkim Sdie Mix),Posted 2 months ago,"19,791 plays","1,421"
Future Da Producer,Bích Phương - Một Cú Lừa (Future feat. Nkim Sdie Remix),Posted 3 months ago,"23,222 plays","1,452"
Future Da Producer,Cường 7 feat. Mr A - Beautiful Girl (Future Remix),Posted 3 months ago,"15,585 plays","1,277"
Future Da Producer,Fergie - Fergalicious feat. Lalala (Future Mix),Posted 3 months ago,"11,823 plays",890
Future Da Producer,DJ Rynno ft. Sylvia - Feel (Future feat. Nkim Sdie & Win Remix),Posted 3 months ago,"10,278 plays",469
Future Da Producer,Mc-Q - Ain't No Party feat. The Collective (Future Mix),Posted 3 months ago,"6,283 plays",621
Future Da Producer,Phan Mạnh Quỳnh - Có Chàng Trai Viết Lên Cây (Future Remix) [REWORKED VERSION],Posted 3 months ago,"7,839 plays",542
Future Da Producer,Bình Gold & Lil Shady - Ông Bà Già Tao Lo Hết (Future feat. Son Law Remix),Posted 3 months ago,"16,862 plays",860
Future Da Producer,Madonna - 4 Minutes (Future feat. Nkim Sdie Remix),Posted 3 months ago,"13,106 plays",970
Future Da Producer,高进 (Cao Tiến) - 我的好兄弟 (Wo De Hao Xiong Di) (Người Anh Em Tốt Của Tôi) (Future Remix),Posted 3 months ago,"42,049 plays","2,242"
Future Da Producer,"The Way I Are feat. Morning After Dark, In My Ayer, My Hump & Narco (Future Mix)",Posted 3 months ago,"27,696 plays","1,647"
Future Da Producer,Felguk - 2nite (Future Remix),Posted 3 months ago,"14,224 plays","1,222"
Future Da Producer,Jimmy Nguyễn - Tình Như Lá Bay Xa (Future Remix),Posted 4 months ago,"8,600 plays",569
Future Da Producer,Lương Gia Hùng - Cô Đơn Sẽ Tốt Hơn (Future feat. Thái Hoàng Remix),Posted 4 months ago,"7,055 plays",218
Future Da Producer,Trung Quân - Lời Nói Nhân Gian (Future Remix),Posted 4 months ago,"19,910 plays","1,305"
Future Da Producer,Đạt G feat. Du Uyên - Về (Future Remix),Posted 4 months ago,"4,456 plays",133
Future Da Producer,Jes - Fall Into You feat. Apollo Road (Future Mix),Posted 4 months ago,"9,205 plays",674
Future Da Producer,Trang Anh - Đau Bởi Vì Ai Cover (Future feat. Lê Duy Remix),Posted 4 months ago,"4,260 plays",162
Future Da Producer,Jaykii - Kiếp Ve Sầu Cover (Future feat. Nkim Sdie Remix),Posted 4 months ago,"6,352 plays",516
Future Da Producer,Dash Berlin - Till The Sky Falls Down (Future Remix),Posted 4 months ago,"2,596 plays",85
Future Da Producer,"Trang Anh - Em Không Sai, Chúng Ta Sai Cover (Lê Duy feat. Future & Nkim Sdie Remix)",Posted 4 months ago,"3,375 plays",124
Future Da Producer,Hạnh Sino - Em Mây (Future Remix),Posted 4 months ago,"2,508 plays",83
Future Da Producer,Aaron Smith feat. Luvli - Dancin' (Future feat. Nkim Sdie Remix),Posted 4 months ago,"2,902 plays",258
Future Da Producer,Hoa Vinh - Dừng Lại Đây Thôi (Future feat. Nkim Sdie & Win Remix),Posted 4 months ago,"2,936 plays",224
Future Da Producer,Jessy Matador - Bombastic feat. Neverland (Future Mix),Posted 4 months ago,"2,657 plays",310
Future Da Producer,"Linkin Park, Celine Dion & Rihanna - In The End Titanic Right Now (Future feat. Nkim Sdie Mix)",Posted 4 months ago,"4,925 plays",524
Future Da Producer,Future Mind - Holiday Crasher feat. Trumpsta (Future Mix),Posted 4 months ago,"1,877 plays",92
Future Da Producer,JLS - Beat Again (Future Remix Version 2),Posted 4 months ago,"3,902 plays",390
Future Da Producer,Martin Garrix & Third Party - Lions In The Wild (Future Remix),Posted 4 months ago,"2,609 plays",270
Future Da Producer,Venus Kaly - The Secret (Future Remix),Posted 4 months ago,"4,612 plays",501
Future Da Producer,洋旭 (Dương Húc) - 你失去了最愛的人(Em Đã Đánh Mất Người Mình Yêu Nhất) (Thái Hoàng feat. Future Remix),Posted 4 months ago,"6,730 plays",268
Future Da Producer,Việt Puzo - 999 Đóa Hồng Cover (Future Remix),Posted 4 months ago,"1,461 plays",48
Future Da Producer,Lê Dũng - Trò Chơi Cay Đắng (Future Remix),Posted 4 months ago,"1,941 plays",173
Future Da Producer,Hoa Vinh - Em Về Đi Em (Future Remix),Posted 4 months ago,"3,026 plays",279
Future Da Producer,Phan Mạnh Quỳnh - Hồi Ức (Future Remix Version 2),Posted 4 months ago,"4,674 plays",352
Future Da Producer,Tuấn Hưng - Tình Yêu Phôi Pha (Future Remix),Posted 4 months ago,"3,358 plays",116
Future Da Producer,Tuấn Hưng - Biết Tìm Đâu (Future Remix),Posted 4 months ago,"4,186 plays",308
Future Da Producer,大壮 (Đại Tráng)- 我们不一样 (Chúng Ta Không Giống Nhau) (Future Remix),Posted 4 months ago,"4,875 plays",382
Future Da Producer,Trà My Idol - Đừng Ai Nhắc Về Anh Ấy (Future Remix),Posted 4 months ago,"2,383 plays",202
Future Da Producer,Lil Knight feat. Phương Anh - Tan Trong Hư Vô (Future Remix),Posted 4 months ago,"1,570 plays",147
Future Da Producer,Yellow Claw feat. Serebro - Blood Diamond feat. Intense (Future Mix),Posted 4 months ago,"2,689 plays",222
Future Da Producer,Việt Puzo - Sai Lầm Vẫn Là Anh Cover (Future Remix),Posted 4 months ago,"2,338 plays",212
Future Da Producer,Huỳnh Tú - Đường Một Chiều (Future Remix),Posted 4 months ago,"1,959 plays",188
Future Da Producer,Andree feat. JC Hưng - Where U At (Future Remix Version 2),Posted 4 months ago,"3,164 plays",252
Future Da Producer,Andree feat. JC Hưng - Where U At (Future Remix),Posted 4 months ago,"2,364 plays",175
Future Da Producer,Mr A - Tell Me Why (Future Remix),Posted 4 months ago,"2,602 plays",211
Future Da Producer,SOOBIN feat. Binz - BlackJack (Future Remix),Posted 4 months ago,"2,101 plays",78
Future Da Producer,Lâm Vũ - Trái Tim Anh Thuộc Về Em (Future Remix),Posted 4 months ago,"4,898 plays",203
Future Da Producer,Dj Demarko feat. Heather Leigh West - Drop A House (Future Remix),Posted 4 months ago,"2,234 plays",119
Future Da Producer,Quân A.P - Ai Là Người Thương Em (Future Remix),Posted 4 months ago,"5,483 plays",423
Future Da Producer,Sơn Tùng M-TP feat. Snoop Dogg - Hãy Trao Cho Anh (Future feat. Nkim Sdie & Win Remix),Posted 4 months ago,"5,782 plays",415
Future Da Producer,Ela Rose - I Can Feel (Future feat. Nkim Sdie Remix),Posted 4 months ago,"1,747 plays",77
Future Da Producer,汤潮 (Rainie Yang) - 狼爱上羊 (Lang Ai Shang Yang) (Future Remix),Posted 4 months ago,"8,817 plays",774
Future Da Producer,J97 - Hoa Hải Đường (Future Remix),Posted 4 months ago,"4,600 plays",151
Future Da Producer,張靚穎 (Trương Lương Dĩnh) -  画心 (Họa Tâm) (Future Remix),Posted 4 months ago,"5,421 plays",231
Future Da Producer,In - Grid - I'm Folle De Toi (Future Remix),Posted 4 months ago,"4,087 plays",161
Future Da Producer,Châu Gia Kiệt - Anh Chàng Đẹp Trai (Future Remix),Posted 4 months ago,"1,748 plays",68
Future Da Producer,Đạt G feat. Du Uyên - Buông Bàn Tay Thật Nhanh (Future Remix),Posted 4 months ago,"1,373 plays",40
Future Da Producer,Funky Green Dogs - Fired Up (Future Remix),Posted 4 months ago,"2,511 plays",274
Future Da Producer,Lenka - Trouble Is A Friend (Future Remix),Posted 4 months ago,"215,996 plays","3,947"
Future Da Producer,Fitz And The Tantrums - HandClap (Future Remix),Posted 4 months ago,"2,939 plays",151
Future Da Producer,Rayelle - Get Dat feat. Freaky Motion (Future Mix),Posted 4 months ago,"1,215 plays",67
Future Da Producer,Justin Timberlake feat. Timbaland - SexyBack (Future Remix),Posted 4 months ago,"2,019 plays",186
Future Da Producer,Andree Right Hand - Kẹo (Future Remix),Posted 4 months ago,"1,874 plays",89
Future Da Producer,Degauss - Walking In The Sun (Future Remix),Posted 4 months ago,"1,915 plays",105
Future Da Producer,Enrique Iglesias - Ring My Bell (Future feat. Nkim Sdie & Win Remix),Posted 4 months ago,"1,351 plays",56
Future Da Producer,Hiền Hồ - Gặp Nhưng Không Ở Lại (Future Remix),Posted 4 months ago,"4,337 plays",119
Future Da Producer,Missy Elliott - Lose Control (Future feat. Vinh Sin Remix),Posted 4 months ago,"1,831 plays",85
Future Da Producer,TyDi feat. Tania Zygar - Vanilla (Future Remix),Posted 4 months ago,"1,045 plays",35
Future Da Producer,Mabel - Bum Bum (Bằng Băng Ba Lăng) (Future Remix),Posted 4 months ago,"2,056 plays",87
Future Da Producer,Thùy Chi - Một Thời Đã Xa Cover (Future Remix),Posted 4 months ago,"1,790 plays",175
Future Da Producer,Hiền Hồ - Rồi Người Thương Cũng Hóa Người Dưng (Future Remix),Posted 4 months ago,"2,512 plays",198
Future Da Producer,強東亮 feat. 杜歌 (Đỗ Ca & Cường Đông Lượng)- 一生兄弟大過天 (Đời Người Huynh Đệ Lớn Hơn Trời) (Future Remix),Posted 4 months ago,"8,780 plays",293
Future Da Producer,Anh Tú - Cuộc Sống Em Ổn Không (Future Remix),Posted 4 months ago,"2,506 plays",198
